id,label,text_a,text_b
7554,None,location - 1 - safety,"location - 2 is also a nice place to live , and being on the outskirts of london , will be cheaper than most areas of london location - 1 is such an amazing place , nothing like the centre of london"
7555,None,location - 1 - transit location,"location - 2 is also a nice place to live , and being on the outskirts of london , will be cheaper than most areas of london location - 1 is such an amazing place , nothing like the centre of london"
7556,Positive,location - 1 - general,"location - 1 like location - 2 is a very desirable area full of character and atmosphere , but the property in these area ' s are very expensive"
7557,Negative,location - 1 - price,"location - 1 like location - 2 is a very desirable area full of character and atmosphere , but the property in these area ' s are very expensive"
7558,None,location - 1 - safety,"location - 1 like location - 2 is a very desirable area full of character and atmosphere , but the property in these area ' s are very expensive"
7559,None,location - 1 - transit location,"location - 1 like location - 2 is a very desirable area full of character and atmosphere , but the property in these area ' s are very expensive"
7560,None,location - 1 - general,location1/location2 have become the more trendy going out districts in the last 10 years
7561,None,location - 1 - price,location1/location2 have become the more trendy going out districts in the last 10 years
7562,None,location - 1 - safety,location1/location2 have become the more trendy going out districts in the last 10 years
7563,None,location - 1 - transit location,location1/location2 have become the more trendy going out districts in the last 10 years
7564,None,location - 1 - general,i feel that the location - 1 area is pretty safe i have lived in e9 location - 2 and loved it
7565,None,location - 1 - price,i feel that the location - 1 area is pretty safe i have lived in e9 location - 2 and loved it
7566,Positive,location - 1 - safety,i feel that the location - 1 area is pretty safe i have lived in e9 location - 2 and loved it
7567,None,location - 1 - transit location,i feel that the location - 1 area is pretty safe i have lived in e9 location - 2 and loved it
7568,None,location - 1 - general,"location - 1 and location - 2 are residential , but further out"
7569,None,location - 1 - price,"location - 1 and location - 2 are residential , but further out"
7570,None,location - 1 - safety,"location - 1 and location - 2 are residential , but further out"
7571,Negative,location - 1 - transit location,"location - 1 and location - 2 are residential , but further out"
7572,Negative,location - 1 - general,i would stay away from location - 1 and location - 2 area ' s as many parts are very run down and deprived
7573,None,location - 1 - price,i would stay away from location - 1 and location - 2 area ' s as many parts are very run down and deprived
7574,None,location - 1 - safety,i would stay away from location - 1 and location - 2 area ' s as many parts are very run down and deprived
7575,None,location - 1 - transit location,i would stay away from location - 1 and location - 2 area ' s as many parts are very run down and deprived
7576,None,location - 1 - general,for a supermarket you can go to location - 1 or location - 2
7577,None,location - 1 - price,for a supermarket you can go to location - 1 or location - 2
7578,None,location - 1 - safety,for a supermarket you can go to location - 1 or location - 2
7579,None,location - 1 - transit location,for a supermarket you can go to location - 1 or location - 2
7580,Negative,location - 1 - general,location - 2 is mainly fine although the part of it known a location - 1 is not great
7581,None,location - 1 - price,location - 2 is mainly fine although the part of it known a location - 1 is not great
7582,None,location - 1 - safety,location - 2 is mainly fine although the part of it known a location - 1 is not great
7583,None,location - 1 - transit location,location - 2 is mainly fine although the part of it known a location - 1 is not great
7584,Positive,location - 1 - general,location - 1 is a lovely area and location - 2 is not bad either
7585,None,location - 1 - price,location - 1 is a lovely area and location - 2 is not bad either
7586,None,location - 1 - safety,location - 1 is a lovely area and location - 2 is not bad either
7587,None,location - 1 - transit location,location - 1 is a lovely area and location - 2 is not bad either
7588,None,location - 1 - general,"time will tell if that happens location - 1 was originally designated as part of essex , before the london boroughs came into being"
7589,None,location - 1 - price,"time will tell if that happens location - 1 was originally designated as part of essex , before the london boroughs came into being"
7590,None,location - 1 - safety,"time will tell if that happens location - 1 was originally designated as part of essex , before the london boroughs came into being"
7591,None,location - 1 - transit location,"time will tell if that happens location - 1 was originally designated as part of essex , before the london boroughs came into being"
7592,Positive,location - 1 - general,location - 1 and location - 2 are good
7593,None,location - 1 - price,location - 1 and location - 2 are good
7594,None,location - 1 - safety,location - 1 and location - 2 are good
7595,None,location - 1 - transit location,location - 1 and location - 2 are good
7596,None,location - 1 - general,"another area you might look at too is location - 1 which has most of the same qualities , but the journey to gatwick will be longer from there yeah , east location - 2 is fairly accessible to london"
7597,None,location - 1 - price,"another area you might look at too is location - 1 which has most of the same qualities , but the journey to gatwick will be longer from there yeah , east location - 2 is fairly accessible to london"
7598,None,location - 1 - safety,"another area you might look at too is location - 1 which has most of the same qualities , but the journey to gatwick will be longer from there yeah , east location - 2 is fairly accessible to london"
7599,Negative,location - 1 - transit location,"another area you might look at too is location - 1 which has most of the same qualities , but the journey to gatwick will be longer from there yeah , east location - 2 is fairly accessible to london"
7600,Positive,location - 1 - general,location1/location2 is ok though no
7601,None,location - 1 - price,location1/location2 is ok though no
7602,None,location - 1 - safety,location1/location2 is ok though no
7603,None,location - 1 - transit location,location1/location2 is ok though no
7604,None,location - 1 - general,rich people live in location - 1 or location - 2
7605,Negative,location - 1 - price,rich people live in location - 1 or location - 2
7606,None,location - 1 - safety,rich people live in location - 1 or location - 2
7607,None,location - 1 - transit location,rich people live in location - 1 or location - 2
7608,None,location - 1 - general,"the location1/location2 area is very expensive , probably the most expensive in london"
7609,Negative,location - 1 - price,"the location1/location2 area is very expensive , probably the most expensive in london"
7610,None,location - 1 - safety,"the location1/location2 area is very expensive , probably the most expensive in london"
7611,None,location - 1 - transit location,"the location1/location2 area is very expensive , probably the most expensive in london"
7612,Positive,location - 1 - general,try and stick to areas by location - 2 and location - 1 tube stations as they tend to be better
7613,None,location - 1 - price,try and stick to areas by location - 2 and location - 1 tube stations as they tend to be better
7614,None,location - 1 - safety,try and stick to areas by location - 2 and location - 1 tube stations as they tend to be better
7615,None,location - 1 - transit location,try and stick to areas by location - 2 and location - 1 tube stations as they tend to be better
7616,None,location - 1 - general,as for location - 2 and location - 1 i normally avoid it full of tourists and over priced
7617,Negative,location - 1 - price,as for location - 2 and location - 1 i normally avoid it full of tourists and over priced
7618,None,location - 1 - safety,as for location - 2 and location - 1 i normally avoid it full of tourists and over priced
7619,None,location - 1 - transit location,as for location - 2 and location - 1 i normally avoid it full of tourists and over priced
7620,None,location - 1 - general,location1/location2 : the area of delicious indian food
7621,None,location - 1 - price,location1/location2 : the area of delicious indian food
7622,None,location - 1 - safety,location1/location2 : the area of delicious indian food
7623,None,location - 1 - transit location,location1/location2 : the area of delicious indian food
7624,None,location - 1 - general,if you have a little more money look at location - 1 or location - 2
7625,Negative,location - 1 - price,if you have a little more money look at location - 1 or location - 2
7626,None,location - 1 - safety,if you have a little more money look at location - 1 or location - 2
7627,None,location - 1 - transit location,if you have a little more money look at location - 1 or location - 2
7628,Positive,location - 1 - general,"location - 1 and location - 2 are good if you want more of a london vibe , though they are slightly more dangerous"
7629,None,location - 1 - price,"location - 1 and location - 2 are good if you want more of a london vibe , though they are slightly more dangerous"
7630,Negative,location - 1 - safety,"location - 1 and location - 2 are good if you want more of a london vibe , though they are slightly more dangerous"
7631,None,location - 1 - transit location,"location - 1 and location - 2 are good if you want more of a london vibe , though they are slightly more dangerous"
7632,None,location - 1 - general,) i should mention that the area on the location - 1 side of location - 1 is generally a bit quieter and leafier
7633,None,location - 1 - price,) i should mention that the area on the location - 1 side of location - 1 is generally a bit quieter and leafier
7634,None,location - 1 - safety,) i should mention that the area on the location - 1 side of location - 1 is generally a bit quieter and leafier
7635,None,location - 1 - transit location,) i should mention that the area on the location - 1 side of location - 1 is generally a bit quieter and leafier
7636,None,location - 1 - general,location - 1 and location - 2 are also good areas for cheaper flats
7637,Positive,location - 1 - price,location - 1 and location - 2 are also good areas for cheaper flats
7638,None,location - 1 - safety,location - 1 and location - 2 are also good areas for cheaper flats
7639,None,location - 1 - transit location,location - 1 and location - 2 are also good areas for cheaper flats
7640,Negative,location - 1 - general,"like with location - 1 , property with a location - 2 postcode is not terribly overpriced , because it ' s widely perceived not to be a fashionable area"
7641,Positive,location - 1 - price,"like with location - 1 , property with a location - 2 postcode is not terribly overpriced , because it ' s widely perceived not to be a fashionable area"
7642,None,location - 1 - safety,"like with location - 1 , property with a location - 2 postcode is not terribly overpriced , because it ' s widely perceived not to be a fashionable area"
7643,None,location - 1 - transit location,"like with location - 1 , property with a location - 2 postcode is not terribly overpriced , because it ' s widely perceived not to be a fashionable area"
7644,None,location - 1 - general,"it depends what you mean by bad , even location - 2 and location - 1 have areas i am wary of at night for safety reasons"
7645,None,location - 1 - price,"it depends what you mean by bad , even location - 2 and location - 1 have areas i am wary of at night for safety reasons"
7646,Negative,location - 1 - safety,"it depends what you mean by bad , even location - 2 and location - 1 have areas i am wary of at night for safety reasons"
7647,None,location - 1 - transit location,"it depends what you mean by bad , even location - 2 and location - 1 have areas i am wary of at night for safety reasons"
7648,Positive,location - 1 - general,location - 1 in kent or location - 2 in kent might be worth a look
7649,None,location - 1 - price,location - 1 in kent or location - 2 in kent might be worth a look
7650,None,location - 1 - safety,location - 1 in kent or location - 2 in kent might be worth a look
7651,None,location - 1 - transit location,location - 1 in kent or location - 2 in kent might be worth a look
7652,None,location - 1 - general,"the location2/location1 area in south london is really lively ; loads of bars , pubs and restaurants and open spaces as well for the summer"
7653,None,location - 1 - price,"the location2/location1 area in south london is really lively ; loads of bars , pubs and restaurants and open spaces as well for the summer"
7654,None,location - 1 - safety,"the location2/location1 area in south london is really lively ; loads of bars , pubs and restaurants and open spaces as well for the summer"
7655,None,location - 1 - transit location,"the location2/location1 area in south london is really lively ; loads of bars , pubs and restaurants and open spaces as well for the summer"
7656,Positive,location - 1 - general,location - 1 and location - 2 happen to be two of my most favourite places in london
7657,None,location - 1 - price,location - 1 and location - 2 happen to be two of my most favourite places in london
7658,None,location - 1 - safety,location - 1 and location - 2 happen to be two of my most favourite places in london
7659,None,location - 1 - transit location,location - 1 and location - 2 happen to be two of my most favourite places in london
7660,None,location - 1 - general,location - 2 and location - 1 are also really rough in areas
7661,None,location - 1 - price,location - 2 and location - 1 are also really rough in areas
7662,Negative,location - 1 - safety,location - 2 and location - 1 are also really rough in areas
7663,None,location - 1 - transit location,location - 2 and location - 1 are also really rough in areas
7664,None,location - 1 - general,i prefer to live in an area where there are more english people ( like where i live now in location - 2 ) or where there are a variety of different cultures ( like location - 1 )
7665,None,location - 1 - price,i prefer to live in an area where there are more english people ( like where i live now in location - 2 ) or where there are a variety of different cultures ( like location - 1 )
7666,None,location - 1 - safety,i prefer to live in an area where there are more english people ( like where i live now in location - 2 ) or where there are a variety of different cultures ( like location - 1 )
7667,None,location - 1 - transit location,i prefer to live in an area where there are more english people ( like where i live now in location - 2 ) or where there are a variety of different cultures ( like location - 1 )
7668,Positive,location - 1 - general,"belgravia- a fashionable residential location1southwest of london , location - 2 is a nice , safe , posh arty area"
7669,None,location - 1 - price,"belgravia- a fashionable residential location1southwest of london , location - 2 is a nice , safe , posh arty area"
7670,None,location - 1 - safety,"belgravia- a fashionable residential location1southwest of london , location - 2 is a nice , safe , posh arty area"
7671,None,location - 1 - transit location,"belgravia- a fashionable residential location1southwest of london , location - 2 is a nice , safe , posh arty area"
7672,None,location - 1 - general,i lived on the border of location - 1 and location - 2 for years and never once witnessed or became the victim of any sort of crime
7673,None,location - 1 - price,i lived on the border of location - 1 and location - 2 for years and never once witnessed or became the victim of any sort of crime
7674,Positive,location - 1 - safety,i lived on the border of location - 1 and location - 2 for years and never once witnessed or became the victim of any sort of crime
7675,None,location - 1 - transit location,i lived on the border of location - 1 and location - 2 for years and never once witnessed or became the victim of any sort of crime
7676,None,location - 1 - general,also worth a visit is location - 1 for it ' s famous horsestable market which is like an aladdin ' s cave of curios
7677,None,location - 1 - price,also worth a visit is location - 1 for it ' s famous horsestable market which is like an aladdin ' s cave of curios
7678,None,location - 1 - safety,also worth a visit is location - 1 for it ' s famous horsestable market which is like an aladdin ' s cave of curios
7679,None,location - 1 - transit location,also worth a visit is location - 1 for it ' s famous horsestable market which is like an aladdin ' s cave of curios
7680,None,location - 1 - general,just stay away from location - 2 and location - 1 - gang and crime capitals
7681,Negative,location - 1 - price,just stay away from location - 2 and location - 1 - gang and crime capitals
7682,None,location - 1 - safety,just stay away from location - 2 and location - 1 - gang and crime capitals
7683,None,location - 1 - transit location,just stay away from location - 2 and location - 1 - gang and crime capitals
7684,Negative,location - 1 - general,try to stay out of areas like location - 2 and location - 1 as the crime is quite bad
7685,None,location - 1 - price,try to stay out of areas like location - 2 and location - 1 as the crime is quite bad
7686,Negative,location - 1 - safety,try to stay out of areas like location - 2 and location - 1 as the crime is quite bad
7687,None,location - 1 - transit location,try to stay out of areas like location - 2 and location - 1 as the crime is quite bad
7688,None,location - 1 - general,try some parts of location - 2 aswell location - 1 is still good as the prices there are not as high as elsewhere and the transport is fairly good from there
7689,Positive,location - 1 - price,try some parts of location - 2 aswell location - 1 is still good as the prices there are not as high as elsewhere and the transport is fairly good from there
7690,None,location - 1 - safety,try some parts of location - 2 aswell location - 1 is still good as the prices there are not as high as elsewhere and the transport is fairly good from there
7691,Positive,location - 1 - transit location,try some parts of location - 2 aswell location - 1 is still good as the prices there are not as high as elsewhere and the transport is fairly good from there
7692,Positive,location - 1 - general,one really nice area is location - 2 or location - 1
7693,None,location - 1 - price,one really nice area is location - 2 or location - 1
7694,None,location - 1 - safety,one really nice area is location - 2 or location - 1
7695,None,location - 1 - transit location,one really nice area is location - 2 or location - 1
7696,None,location - 1 - general,cheapest locations are location - 1 and location - 2 if you ' re looking to rent or buy
7697,Positive,location - 1 - price,cheapest locations are location - 1 and location - 2 if you ' re looking to rent or buy
7698,None,location - 1 - safety,cheapest locations are location - 1 and location - 2 if you ' re looking to rent or buy
7699,None,location - 1 - transit location,cheapest locations are location - 1 and location - 2 if you ' re looking to rent or buy
7700,Positive,location - 1 - general,areas such as location - 2 and location - 1 are pleasant but expensive
7701,Negative,location - 1 - price,areas such as location - 2 and location - 1 are pleasant but expensive
7702,None,location - 1 - safety,areas such as location - 2 and location - 1 are pleasant but expensive
7703,None,location - 1 - transit location,areas such as location - 2 and location - 1 are pleasant but expensive
7704,Positive,location - 1 - general,location - 1 is quite nice and there are nice bits of location - 2 ( a bit further out but you wo n't have to change trains )
7705,None,location - 1 - price,location - 1 is quite nice and there are nice bits of location - 2 ( a bit further out but you wo n't have to change trains )
7706,None,location - 1 - safety,location - 1 is quite nice and there are nice bits of location - 2 ( a bit further out but you wo n't have to change trains )
7707,None,location - 1 - transit location,location - 1 is quite nice and there are nice bits of location - 2 ( a bit further out but you wo n't have to change trains )
7708,Positive,location - 1 - general,"loads of good neighbourhoods - i live in location - 1 , used to live in location - 2 and adore both places"
7709,None,location - 1 - price,"loads of good neighbourhoods - i live in location - 1 , used to live in location - 2 and adore both places"
7710,None,location - 1 - safety,"loads of good neighbourhoods - i live in location - 1 , used to live in location - 2 and adore both places"
7711,None,location - 1 - transit location,"loads of good neighbourhoods - i live in location - 1 , used to live in location - 2 and adore both places"
7712,Positive,location - 1 - general,a nice area is location - 1 or location - 2
7713,None,location - 1 - price,a nice area is location - 1 or location - 2
7714,None,location - 1 - safety,a nice area is location - 1 or location - 2
7715,None,location - 1 - transit location,a nice area is location - 1 or location - 2
7716,None,location - 1 - general,"for affordable , try location - 2 or location - 1"
7717,Positive,location - 1 - price,"for affordable , try location - 2 or location - 1"
7718,None,location - 1 - safety,"for affordable , try location - 2 or location - 1"
7719,None,location - 1 - transit location,"for affordable , try location - 2 or location - 1"
7720,None,location - 1 - general,"location - 1 tube station is on the piccadilly line and there ' s good access to various parts of the london by bus , you ' re also down the road from location - 1"
7721,None,location - 1 - price,"location - 1 tube station is on the piccadilly line and there ' s good access to various parts of the london by bus , you ' re also down the road from location - 1"
7722,None,location - 1 - safety,"location - 1 tube station is on the piccadilly line and there ' s good access to various parts of the london by bus , you ' re also down the road from location - 1"
7723,Positive,location - 1 - transit location,"location - 1 tube station is on the piccadilly line and there ' s good access to various parts of the london by bus , you ' re also down the road from location - 1"
7724,None,location - 1 - general,"i agree , i think the location2/ location - 1 area is where a lot of indians live"
7725,None,location - 1 - price,"i agree , i think the location2/ location - 1 area is where a lot of indians live"
7726,None,location - 1 - safety,"i agree , i think the location2/ location - 1 area is where a lot of indians live"
7727,None,location - 1 - transit location,"i agree , i think the location2/ location - 1 area is where a lot of indians live"
7728,None,location - 1 - general,everything is slightly more expensive in location - 1 / location - 2
7729,Negative,location - 1 - price,everything is slightly more expensive in location - 1 / location - 2
7730,None,location - 1 - safety,everything is slightly more expensive in location - 1 / location - 2
7731,None,location - 1 - transit location,everything is slightly more expensive in location - 1 / location - 2
7732,None,location - 1 - general,location1/location2 are fantastic places to live ( my mum lives in ballham )
7733,None,location - 1 - price,location1/location2 are fantastic places to live ( my mum lives in ballham )
7734,None,location - 1 - safety,location1/location2 are fantastic places to live ( my mum lives in ballham )
7735,None,location - 1 - transit location,location1/location2 are fantastic places to live ( my mum lives in ballham )
7736,Positive,location - 1 - general,( location1/location2 ) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and asian food shops
7737,None,location - 1 - price,( location1/location2 ) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and asian food shops
7738,None,location - 1 - safety,( location1/location2 ) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and asian food shops
7739,None,location - 1 - transit location,( location1/location2 ) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and asian food shops
7740,Positive,location - 1 - general,"if you are at the end adjoining location - 2 and location - 1 , you should be all right"
7741,None,location - 1 - price,"if you are at the end adjoining location - 2 and location - 1 , you should be all right"
7742,None,location - 1 - safety,"if you are at the end adjoining location - 2 and location - 1 , you should be all right"
7743,None,location - 1 - transit location,"if you are at the end adjoining location - 2 and location - 1 , you should be all right"
7744,Positive,location - 1 - general,"the neighborhood is good going towards location - 1 / location - 2 and is mostly middle aged / other students , who will have moved out during august anyway"
7745,None,location - 1 - price,"the neighborhood is good going towards location - 1 / location - 2 and is mostly middle aged / other students , who will have moved out during august anyway"
7746,None,location - 1 - safety,"the neighborhood is good going towards location - 1 / location - 2 and is mostly middle aged / other students , who will have moved out during august anyway"
7747,None,location - 1 - transit location,"the neighborhood is good going towards location - 1 / location - 2 and is mostly middle aged / other students , who will have moved out during august anyway"
7748,Negative,location - 1 - general,theres not much in location - 1 and location - 2 but yeah
7749,None,location - 1 - price,theres not much in location - 1 and location - 2 but yeah
7750,None,location - 1 - safety,theres not much in location - 1 and location - 2 but yeah
7751,None,location - 1 - transit location,theres not much in location - 1 and location - 2 but yeah
7752,Negative,location - 1 - general,"also location - 2 , although it ' s a bit of a train journey to work , the lifestyle is very good location - 1 has a bit of a reputation"
7753,None,location - 1 - price,"also location - 2 , although it ' s a bit of a train journey to work , the lifestyle is very good location - 1 has a bit of a reputation"
7754,None,location - 1 - safety,"also location - 2 , although it ' s a bit of a train journey to work , the lifestyle is very good location - 1 has a bit of a reputation"
7755,None,location - 1 - transit location,"also location - 2 , although it ' s a bit of a train journey to work , the lifestyle is very good location - 1 has a bit of a reputation"
7756,None,location - 1 - general,"areas such as location - 1 , location - 2 , are lovely , residential , quiet and close to the center"
7757,None,location - 1 - price,"areas such as location - 1 , location - 2 , are lovely , residential , quiet and close to the center"
7758,None,location - 1 - safety,"areas such as location - 1 , location - 2 , are lovely , residential , quiet and close to the center"
7759,Positive,location - 1 - transit location,"areas such as location - 1 , location - 2 , are lovely , residential , quiet and close to the center"
7760,Positive,location - 1 - general,i would try location - 1 or location - 2 as they are both in west london and are generally decent areas and some of the cheapest property in london will be found around there
7761,Positive,location - 1 - price,i would try location - 1 or location - 2 as they are both in west london and are generally decent areas and some of the cheapest property in london will be found around there
7762,None,location - 1 - safety,i would try location - 1 or location - 2 as they are both in west london and are generally decent areas and some of the cheapest property in london will be found around there
7763,None,location - 1 - transit location,i would try location - 1 or location - 2 as they are both in west london and are generally decent areas and some of the cheapest property in london will be found around there
7764,Positive,location - 1 - general,location - 1 is just heaven i ' m really confused right now
7765,None,location - 1 - price,location - 1 is just heaven i ' m really confused right now
7766,None,location - 1 - safety,location - 1 is just heaven i ' m really confused right now
7767,None,location - 1 - transit location,location - 1 is just heaven i ' m really confused right now
7768,Positive,location - 1 - general,"location - 2 , location - 1 , etc are good places on the central line"
7769,None,location - 1 - price,"location - 2 , location - 1 , etc are good places on the central line"
7770,None,location - 1 - safety,"location - 2 , location - 1 , etc are good places on the central line"
7771,Positive,location - 1 - transit location,"location - 2 , location - 1 , etc are good places on the central line"
7772,None,location - 1 - general,as far as living nearby location - 2 and location - 1 are much better
7773,None,location - 1 - price,as far as living nearby location - 2 and location - 1 are much better
7774,None,location - 1 - safety,as far as living nearby location - 2 and location - 1 are much better
7775,None,location - 1 - transit location,as far as living nearby location - 2 and location - 1 are much better
7776,Negative,location - 1 - general,forget location - 1 and the whole of location - 2
7777,None,location - 1 - price,forget location - 1 and the whole of location - 2
7778,None,location - 1 - safety,forget location - 1 and the whole of location - 2
7779,None,location - 1 - transit location,forget location - 1 and the whole of location - 2
7780,None,location - 1 - general,"i think location - 2 is a pretty good place to live and you ' re unlikely to have any problems i ' m living in location - 1 , yeah it ' s a safe area ,"
7781,None,location - 1 - price,"i think location - 2 is a pretty good place to live and you ' re unlikely to have any problems i ' m living in location - 1 , yeah it ' s a safe area ,"
7782,Positive,location - 1 - safety,"i think location - 2 is a pretty good place to live and you ' re unlikely to have any problems i ' m living in location - 1 , yeah it ' s a safe area ,"
7783,None,location - 1 - transit location,"i think location - 2 is a pretty good place to live and you ' re unlikely to have any problems i ' m living in location - 1 , yeah it ' s a safe area ,"
7784,Positive,location - 1 - general,great places are location - 2 and location - 1
7785,None,location - 1 - price,great places are location - 2 and location - 1
7786,None,location - 1 - safety,great places are location - 2 and location - 1
7787,None,location - 1 - transit location,great places are location - 2 and location - 1
7788,Negative,location - 1 - general,"the location - 2 is generally very posh and nice , and the location - 1 is generally full of gangs and is n't very nice"
7789,None,location - 1 - price,"the location - 2 is generally very posh and nice , and the location - 1 is generally full of gangs and is n't very nice"
7790,Negative,location - 1 - safety,"the location - 2 is generally very posh and nice , and the location - 1 is generally full of gangs and is n't very nice"
7791,None,location - 1 - transit location,"the location - 2 is generally very posh and nice , and the location - 1 is generally full of gangs and is n't very nice"
7792,None,location - 1 - general,most cheap hotels are in location - 1 and location - 2 ; it is impossible to go there and not find a place to stay
7793,Positive,location - 1 - price,most cheap hotels are in location - 1 and location - 2 ; it is impossible to go there and not find a place to stay
7794,None,location - 1 - safety,most cheap hotels are in location - 1 and location - 2 ; it is impossible to go there and not find a place to stay
7795,None,location - 1 - transit location,most cheap hotels are in location - 1 and location - 2 ; it is impossible to go there and not find a place to stay
7796,None,location - 1 - general,another area location - 1 would be the cheapest on the list but has a high crime rate i think location - 2 ( n7 ) is getting expensive for very solid reasons
7797,Positive,location - 1 - price,another area location - 1 would be the cheapest on the list but has a high crime rate i think location - 2 ( n7 ) is getting expensive for very solid reasons
7798,Negative,location - 1 - safety,another area location - 1 would be the cheapest on the list but has a high crime rate i think location - 2 ( n7 ) is getting expensive for very solid reasons
7799,None,location - 1 - transit location,another area location - 1 would be the cheapest on the list but has a high crime rate i think location - 2 ( n7 ) is getting expensive for very solid reasons
7800,None,location - 1 - general,location - 2 are both good and affordable area not as expensive as location - 1
7801,Negative,location - 1 - price,location - 2 are both good and affordable area not as expensive as location - 1
7802,None,location - 1 - safety,location - 2 are both good and affordable area not as expensive as location - 1
7803,None,location - 1 - transit location,location - 2 are both good and affordable area not as expensive as location - 1
7804,Positive,location - 1 - general,and just to let you know location - 1 and location - 2 is a beautiful area with loads of pretty gardens squares and parks but still really urban and fancy it can get noisy but thats pretty much it
7805,None,location - 1 - price,and just to let you know location - 1 and location - 2 is a beautiful area with loads of pretty gardens squares and parks but still really urban and fancy it can get noisy but thats pretty much it
7806,None,location - 1 - safety,and just to let you know location - 1 and location - 2 is a beautiful area with loads of pretty gardens squares and parks but still really urban and fancy it can get noisy but thats pretty much it
7807,None,location - 1 - transit location,and just to let you know location - 1 and location - 2 is a beautiful area with loads of pretty gardens squares and parks but still really urban and fancy it can get noisy but thats pretty much it
7808,None,location - 1 - general,"location - 1 is fairly affordable , but not the 4-bedroom places"
7809,Positive,location - 1 - price,"location - 1 is fairly affordable , but not the 4-bedroom places"
7810,None,location - 1 - safety,"location - 1 is fairly affordable , but not the 4-bedroom places"
7811,None,location - 1 - transit location,"location - 1 is fairly affordable , but not the 4-bedroom places"
7812,None,location - 1 - general,just going for walks around the lake in location - 2 and the location - 1 made me think that it is a perfect place for me to live
7813,None,location - 1 - price,just going for walks around the lake in location - 2 and the location - 1 made me think that it is a perfect place for me to live
7814,None,location - 1 - safety,just going for walks around the lake in location - 2 and the location - 1 made me think that it is a perfect place for me to live
7815,None,location - 1 - transit location,just going for walks around the lake in location - 2 and the location - 1 made me think that it is a perfect place for me to live
7816,None,location - 1 - general,nice areas to live are places like location - 2 or location - 1 is nice north of the river
7817,None,location - 1 - price,nice areas to live are places like location - 2 or location - 1 is nice north of the river
7818,None,location - 1 - safety,nice areas to live are places like location - 2 or location - 1 is nice north of the river
7819,None,location - 1 - transit location,nice areas to live are places like location - 2 or location - 1 is nice north of the river
7820,Positive,location - 1 - general,i think the location2/location1 area would be absolutely perfect for you
7821,None,location - 1 - price,i think the location2/location1 area would be absolutely perfect for you
7822,None,location - 1 - safety,i think the location2/location1 area would be absolutely perfect for you
7823,None,location - 1 - transit location,i think the location2/location1 area would be absolutely perfect for you
7824,None,location - 1 - general,"hope this helps you without a doubt location1r/location2 ( se16 ) , just south of the river , is the best place to live"
7825,None,location - 1 - price,"hope this helps you without a doubt location1r/location2 ( se16 ) , just south of the river , is the best place to live"
7826,None,location - 1 - safety,"hope this helps you without a doubt location1r/location2 ( se16 ) , just south of the river , is the best place to live"
7827,None,location - 1 - transit location,"hope this helps you without a doubt location1r/location2 ( se16 ) , just south of the river , is the best place to live"
7828,Positive,location - 1 - general,"the area around location - 1 and location - 2 stations is very nice , leafy and green , and affordable"
7829,Positive,location - 1 - price,"the area around location - 1 and location - 2 stations is very nice , leafy and green , and affordable"
7830,None,location - 1 - safety,"the area around location - 1 and location - 2 stations is very nice , leafy and green , and affordable"
7831,None,location - 1 - transit location,"the area around location - 1 and location - 2 stations is very nice , leafy and green , and affordable"
7832,Positive,location - 1 - general,location - 1 and location - 2 are probably your best bet
7833,None,location - 1 - price,location - 1 and location - 2 are probably your best bet
7834,None,location - 1 - safety,location - 1 and location - 2 are probably your best bet
7835,None,location - 1 - transit location,location - 1 and location - 2 are probably your best bet
7836,None,location - 1 - general,"location - 1 and location - 2 are both expensive and up-scale neighbourhoods , so you need have no worries apart from the huge cost of living there of course"
7837,Negative,location - 1 - price,"location - 1 and location - 2 are both expensive and up-scale neighbourhoods , so you need have no worries apart from the huge cost of living there of course"
7838,None,location - 1 - safety,"location - 1 and location - 2 are both expensive and up-scale neighbourhoods , so you need have no worries apart from the huge cost of living there of course"
7839,None,location - 1 - transit location,"location - 1 and location - 2 are both expensive and up-scale neighbourhoods , so you need have no worries apart from the huge cost of living there of course"
7840,None,location - 1 - general,"for safe , head out to location - 1 or location - 2 with a fistful of cash"
7841,Negative,location - 1 - price,"for safe , head out to location - 1 or location - 2 with a fistful of cash"
7842,Positive,location - 1 - safety,"for safe , head out to location - 1 or location - 2 with a fistful of cash"
7843,None,location - 1 - transit location,"for safe , head out to location - 1 or location - 2 with a fistful of cash"
7844,None,location - 1 - general,i would try and avoid living in location - 2 or location - 1 as they are close to a lot of council estates and both generally
7845,None,location - 1 - price,i would try and avoid living in location - 2 or location - 1 as they are close to a lot of council estates and both generally
7846,None,location - 1 - safety,i would try and avoid living in location - 2 or location - 1 as they are close to a lot of council estates and both generally
7847,None,location - 1 - transit location,i would try and avoid living in location - 2 or location - 1 as they are close to a lot of council estates and both generally
7848,Positive,location - 1 - general,inner suburbs like location - 1 and location - 2 are also worth considering especially if you plan to go out at night and want a taxi ride home that wo n't cost a fortune
7849,None,location - 1 - price,inner suburbs like location - 1 and location - 2 are also worth considering especially if you plan to go out at night and want a taxi ride home that wo n't cost a fortune
