id,label,text_a,text_b
8227,none,what do you think of the food of it ?,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in."
8228,positive,what do you think of the ambience of it ?,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in."
8229,none,what do you think of the service of it ?,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in."
8230,none,what do you think of the price of it ?,You cannot go wrong at the Red Eye Grill.
8231,positive,what do you think of the anecdotes of it ?,You cannot go wrong at the Red Eye Grill.
8232,none,what do you think of the food of it ?,You cannot go wrong at the Red Eye Grill.
8233,none,what do you think of the ambience of it ?,You cannot go wrong at the Red Eye Grill.
8234,none,what do you think of the service of it ?,You cannot go wrong at the Red Eye Grill.
8235,none,what do you think of the price of it ?,It appears to be the owner's first venture and it shows.
8236,negative,what do you think of the anecdotes of it ?,It appears to be the owner's first venture and it shows.
8237,none,what do you think of the food of it ?,It appears to be the owner's first venture and it shows.
8238,none,what do you think of the ambience of it ?,It appears to be the owner's first venture and it shows.
8239,none,what do you think of the service of it ?,It appears to be the owner's first venture and it shows.
8240,none,what do you think of the price of it ?,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away."
8241,none,what do you think of the anecdotes of it ?,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away."
8242,positive,what do you think of the food of it ?,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away."
8243,none,what do you think of the ambience of it ?,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away."
8244,none,what do you think of the service of it ?,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away."
8245,none,what do you think of the price of it ?,I go twice a month!
8246,neutral,what do you think of the anecdotes of it ?,I go twice a month!
8247,none,what do you think of the food of it ?,I go twice a month!
8248,none,what do you think of the ambience of it ?,I go twice a month!
8249,none,what do you think of the service of it ?,I go twice a month!
8250,none,what do you think of the price of it ?,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
8251,none,what do you think of the anecdotes of it ?,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
8252,negative,what do you think of the food of it ?,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
8253,none,what do you think of the ambience of it ?,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
8254,none,what do you think of the service of it ?,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
8255,none,what do you think of the price of it ?,They have a huge selection of different cream cheeses and all of their salads are great.
8256,none,what do you think of the anecdotes of it ?,They have a huge selection of different cream cheeses and all of their salads are great.
8257,positive,what do you think of the food of it ?,They have a huge selection of different cream cheeses and all of their salads are great.
8258,none,what do you think of the ambience of it ?,They have a huge selection of different cream cheeses and all of their salads are great.
8259,none,what do you think of the service of it ?,They have a huge selection of different cream cheeses and all of their salads are great.
8260,none,what do you think of the price of it ?,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
8261,none,what do you think of the anecdotes of it ?,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
8262,positive,what do you think of the food of it ?,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
8263,none,what do you think of the ambience of it ?,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
8264,none,what do you think of the service of it ?,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
8265,none,what do you think of the price of it ?,The food was authentic.
8266,none,what do you think of the anecdotes of it ?,The food was authentic.
8267,positive,what do you think of the food of it ?,The food was authentic.
8268,none,what do you think of the ambience of it ?,The food was authentic.
8269,none,what do you think of the service of it ?,The food was authentic.
8270,positive,what do you think of the price of it ?,The dim sum is delectable while the prices are quite easy on the wallet.
8271,none,what do you think of the anecdotes of it ?,The dim sum is delectable while the prices are quite easy on the wallet.
8272,positive,what do you think of the food of it ?,The dim sum is delectable while the prices are quite easy on the wallet.
8273,none,what do you think of the ambience of it ?,The dim sum is delectable while the prices are quite easy on the wallet.
8274,none,what do you think of the service of it ?,The dim sum is delectable while the prices are quite easy on the wallet.
8275,none,what do you think of the price of it ?,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at."
8276,none,what do you think of the anecdotes of it ?,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at."
8277,positive,what do you think of the food of it ?,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at."
8278,none,what do you think of the ambience of it ?,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at."
8279,none,what do you think of the service of it ?,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at."
8280,none,what do you think of the price of it ?,The worst excuse for Japanese food I've ever encountered.
8281,negative,what do you think of the anecdotes of it ?,The worst excuse for Japanese food I've ever encountered.
8282,none,what do you think of the food of it ?,The worst excuse for Japanese food I've ever encountered.
8283,none,what do you think of the ambience of it ?,The worst excuse for Japanese food I've ever encountered.
8284,none,what do you think of the service of it ?,The worst excuse for Japanese food I've ever encountered.
8285,none,what do you think of the price of it ?,A million better places to go in the city.
8286,negative,what do you think of the anecdotes of it ?,A million better places to go in the city.
8287,none,what do you think of the food of it ?,A million better places to go in the city.
8288,none,what do you think of the ambience of it ?,A million better places to go in the city.
8289,none,what do you think of the service of it ?,A million better places to go in the city.
8290,none,what do you think of the price of it ?,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype."
8291,conflict,what do you think of the anecdotes of it ?,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype."
8292,none,what do you think of the food of it ?,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype."
8293,none,what do you think of the ambience of it ?,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype."
8294,none,what do you think of the service of it ?,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype."
8295,none,what do you think of the price of it ?,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.
8296,none,what do you think of the anecdotes of it ?,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.
8297,negative,what do you think of the food of it ?,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.
8298,none,what do you think of the ambience of it ?,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.
8299,none,what do you think of the service of it ?,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.
8300,none,what do you think of the price of it ?,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.
8301,none,what do you think of the anecdotes of it ?,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.
8302,negative,what do you think of the food of it ?,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.
8303,none,what do you think of the ambience of it ?,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.
8304,none,what do you think of the service of it ?,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.
8305,none,what do you think of the price of it ?,I love it.
8306,positive,what do you think of the anecdotes of it ?,I love it.
8307,none,what do you think of the food of it ?,I love it.
8308,none,what do you think of the ambience of it ?,I love it.
8309,none,what do you think of the service of it ?,I love it.
8310,none,what do you think of the price of it ?,If you want something really different than try Jekyll and Hyde.
8311,positive,what do you think of the anecdotes of it ?,If you want something really different than try Jekyll and Hyde.
8312,none,what do you think of the food of it ?,If you want something really different than try Jekyll and Hyde.
8313,none,what do you think of the ambience of it ?,If you want something really different than try Jekyll and Hyde.
8314,none,what do you think of the service of it ?,If you want something really different than try Jekyll and Hyde.
8315,none,what do you think of the price of it ?,"We had reservations at 9pm, but was not seated until 10:15pm."
8316,negative,what do you think of the anecdotes of it ?,"We had reservations at 9pm, but was not seated until 10:15pm."
8317,none,what do you think of the food of it ?,"We had reservations at 9pm, but was not seated until 10:15pm."
8318,none,what do you think of the ambience of it ?,"We had reservations at 9pm, but was not seated until 10:15pm."
8319,negative,what do you think of the service of it ?,"We had reservations at 9pm, but was not seated until 10:15pm."
8320,none,what do you think of the price of it ?,We had Pam's special fried fish and it was amazing.
8321,none,what do you think of the anecdotes of it ?,We had Pam's special fried fish and it was amazing.
8322,positive,what do you think of the food of it ?,We had Pam's special fried fish and it was amazing.
8323,none,what do you think of the ambience of it ?,We had Pam's special fried fish and it was amazing.
8324,none,what do you think of the service of it ?,We had Pam's special fried fish and it was amazing.
8325,none,what do you think of the price of it ?,Its located in greenewich village.
8326,neutral,what do you think of the anecdotes of it ?,Its located in greenewich village.
8327,none,what do you think of the food of it ?,Its located in greenewich village.
8328,none,what do you think of the ambience of it ?,Its located in greenewich village.
8329,none,what do you think of the service of it ?,Its located in greenewich village.
8330,none,what do you think of the price of it ?,There is no excuse for such lousy service!
8331,none,what do you think of the anecdotes of it ?,There is no excuse for such lousy service!
8332,none,what do you think of the food of it ?,There is no excuse for such lousy service!
8333,none,what do you think of the ambience of it ?,There is no excuse for such lousy service!
8334,negative,what do you think of the service of it ?,There is no excuse for such lousy service!
8335,none,what do you think of the price of it ?,Three strikes and this restaurant is out.
8336,negative,what do you think of the anecdotes of it ?,Three strikes and this restaurant is out.
8337,none,what do you think of the food of it ?,Three strikes and this restaurant is out.
8338,none,what do you think of the ambience of it ?,Three strikes and this restaurant is out.
8339,none,what do you think of the service of it ?,Three strikes and this restaurant is out.
8340,none,what do you think of the price of it ?,We bring in a party of ten or so every week.
8341,neutral,what do you think of the anecdotes of it ?,We bring in a party of ten or so every week.
8342,none,what do you think of the food of it ?,We bring in a party of ten or so every week.
8343,none,what do you think of the ambience of it ?,We bring in a party of ten or so every week.
8344,none,what do you think of the service of it ?,We bring in a party of ten or so every week.
8345,none,what do you think of the price of it ?,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
8346,none,what do you think of the anecdotes of it ?,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
8347,positive,what do you think of the food of it ?,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
8348,none,what do you think of the ambience of it ?,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
8349,none,what do you think of the service of it ?,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
8350,none,what do you think of the price of it ?,"So, a little inconsistency there but either way, both pizzas were really good."
8351,none,what do you think of the anecdotes of it ?,"So, a little inconsistency there but either way, both pizzas were really good."
8352,conflict,what do you think of the food of it ?,"So, a little inconsistency there but either way, both pizzas were really good."
8353,none,what do you think of the ambience of it ?,"So, a little inconsistency there but either way, both pizzas were really good."
8354,none,what do you think of the service of it ?,"So, a little inconsistency there but either way, both pizzas were really good."
8355,negative,what do you think of the price of it ?,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious."
8356,none,what do you think of the anecdotes of it ?,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious."
8357,positive,what do you think of the food of it ?,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious."
8358,none,what do you think of the ambience of it ?,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious."
8359,none,what do you think of the service of it ?,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious."
8360,none,what do you think of the price of it ?,We would return to this place again!
8361,positive,what do you think of the anecdotes of it ?,We would return to this place again!
8362,none,what do you think of the food of it ?,We would return to this place again!
8363,none,what do you think of the ambience of it ?,We would return to this place again!
8364,none,what do you think of the service of it ?,We would return to this place again!
8365,none,what do you think of the price of it ?,Not enough wines by the glass either.
8366,none,what do you think of the anecdotes of it ?,Not enough wines by the glass either.
8367,negative,what do you think of the food of it ?,Not enough wines by the glass either.
8368,none,what do you think of the ambience of it ?,Not enough wines by the glass either.
8369,none,what do you think of the service of it ?,Not enough wines by the glass either.
8370,none,what do you think of the price of it ?,I had the duck breast special on my last visit and it was incredible.
8371,none,what do you think of the anecdotes of it ?,I had the duck breast special on my last visit and it was incredible.
8372,positive,what do you think of the food of it ?,I had the duck breast special on my last visit and it was incredible.
8373,none,what do you think of the ambience of it ?,I had the duck breast special on my last visit and it was incredible.
8374,none,what do you think of the service of it ?,I had the duck breast special on my last visit and it was incredible.
8375,negative,what do you think of the price of it ?,I must say it's a little pricey for the food because it was not as spectacular as the view.
8376,none,what do you think of the anecdotes of it ?,I must say it's a little pricey for the food because it was not as spectacular as the view.
8377,none,what do you think of the food of it ?,I must say it's a little pricey for the food because it was not as spectacular as the view.
8378,none,what do you think of the ambience of it ?,I must say it's a little pricey for the food because it was not as spectacular as the view.
8379,none,what do you think of the service of it ?,I must say it's a little pricey for the food because it was not as spectacular as the view.
8380,none,what do you think of the price of it ?,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.
8381,none,what do you think of the anecdotes of it ?,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.
8382,positive,what do you think of the food of it ?,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.
8383,none,what do you think of the ambience of it ?,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.
8384,none,what do you think of the service of it ?,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.
8385,none,what do you think of the price of it ?,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there."
8386,none,what do you think of the anecdotes of it ?,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there."
8387,none,what do you think of the food of it ?,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there."
8388,negative,what do you think of the ambience of it ?,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there."
8389,none,what do you think of the service of it ?,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there."
8390,none,what do you think of the price of it ?,No gimmicks here -- the food speaks for itself in its freshness and preparation.
8391,none,what do you think of the anecdotes of it ?,No gimmicks here -- the food speaks for itself in its freshness and preparation.
8392,positive,what do you think of the food of it ?,No gimmicks here -- the food speaks for itself in its freshness and preparation.
8393,none,what do you think of the ambience of it ?,No gimmicks here -- the food speaks for itself in its freshness and preparation.
8394,none,what do you think of the service of it ?,No gimmicks here -- the food speaks for itself in its freshness and preparation.
8395,none,what do you think of the price of it ?,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
8396,positive,what do you think of the anecdotes of it ?,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
8397,none,what do you think of the food of it ?,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
8398,none,what do you think of the ambience of it ?,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
8399,positive,what do you think of the service of it ?,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
8400,none,what do you think of the price of it ?,My wife had the fried shrimp which are huge and loved it.
8401,none,what do you think of the anecdotes of it ?,My wife had the fried shrimp which are huge and loved it.
8402,positive,what do you think of the food of it ?,My wife had the fried shrimp which are huge and loved it.
8403,none,what do you think of the ambience of it ?,My wife had the fried shrimp which are huge and loved it.
8404,none,what do you think of the service of it ?,My wife had the fried shrimp which are huge and loved it.
8405,none,what do you think of the price of it ?,"Everything I had was good, and I'm a eater."
8406,none,what do you think of the anecdotes of it ?,"Everything I had was good, and I'm a eater."
8407,positive,what do you think of the food of it ?,"Everything I had was good, and I'm a eater."
8408,none,what do you think of the ambience of it ?,"Everything I had was good, and I'm a eater."
8409,none,what do you think of the service of it ?,"Everything I had was good, and I'm a eater."
8410,none,what do you think of the price of it ?,One should not go to Lucky Strike for the food.
8411,none,what do you think of the anecdotes of it ?,One should not go to Lucky Strike for the food.
8412,negative,what do you think of the food of it ?,One should not go to Lucky Strike for the food.
8413,none,what do you think of the ambience of it ?,One should not go to Lucky Strike for the food.
8414,none,what do you think of the service of it ?,One should not go to Lucky Strike for the food.
8415,none,what do you think of the price of it ?,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
8416,none,what do you think of the anecdotes of it ?,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
8417,none,what do you think of the food of it ?,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
8418,none,what do you think of the ambience of it ?,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
8419,negative,what do you think of the service of it ?,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
8420,none,what do you think of the price of it ?,We could only get through an appetizer and cheese fondue.
8421,neutral,what do you think of the anecdotes of it ?,We could only get through an appetizer and cheese fondue.
8422,neutral,what do you think of the food of it ?,We could only get through an appetizer and cheese fondue.
8423,none,what do you think of the ambience of it ?,We could only get through an appetizer and cheese fondue.
8424,none,what do you think of the service of it ?,We could only get through an appetizer and cheese fondue.
8425,none,what do you think of the price of it ?,"To me it exemplifies Soho, cute, artsy, interesting."
8426,none,what do you think of the anecdotes of it ?,"To me it exemplifies Soho, cute, artsy, interesting."
8427,none,what do you think of the food of it ?,"To me it exemplifies Soho, cute, artsy, interesting."
8428,positive,what do you think of the ambience of it ?,"To me it exemplifies Soho, cute, artsy, interesting."
8429,none,what do you think of the service of it ?,"To me it exemplifies Soho, cute, artsy, interesting."
8430,none,what do you think of the price of it ?,"Try everything for that matter, it is all good."
8431,none,what do you think of the anecdotes of it ?,"Try everything for that matter, it is all good."
8432,positive,what do you think of the food of it ?,"Try everything for that matter, it is all good."
8433,none,what do you think of the ambience of it ?,"Try everything for that matter, it is all good."
8434,none,what do you think of the service of it ?,"Try everything for that matter, it is all good."
8435,none,what do you think of the price of it ?,Both times we waited well over a half hour for a table (even though we had reservations).
8436,none,what do you think of the anecdotes of it ?,Both times we waited well over a half hour for a table (even though we had reservations).
8437,none,what do you think of the food of it ?,Both times we waited well over a half hour for a table (even though we had reservations).
8438,none,what do you think of the ambience of it ?,Both times we waited well over a half hour for a table (even though we had reservations).
8439,negative,what do you think of the service of it ?,Both times we waited well over a half hour for a table (even though we had reservations).
8440,none,what do you think of the price of it ?,happy to be a regular at this place and would warmly recommend it to anyone.
8441,positive,what do you think of the anecdotes of it ?,happy to be a regular at this place and would warmly recommend it to anyone.
8442,none,what do you think of the food of it ?,happy to be a regular at this place and would warmly recommend it to anyone.
8443,none,what do you think of the ambience of it ?,happy to be a regular at this place and would warmly recommend it to anyone.
8444,none,what do you think of the service of it ?,happy to be a regular at this place and would warmly recommend it to anyone.
8445,none,what do you think of the price of it ?,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.
8446,positive,what do you think of the anecdotes of it ?,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.
8447,none,what do you think of the food of it ?,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.
8448,none,what do you think of the ambience of it ?,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.
8449,none,what do you think of the service of it ?,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.
8450,none,what do you think of the price of it ?,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
8451,none,what do you think of the anecdotes of it ?,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
8452,none,what do you think of the food of it ?,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
8453,none,what do you think of the ambience of it ?,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
8454,positive,what do you think of the service of it ?,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
8455,none,what do you think of the price of it ?,Try the green curry!!!
8456,none,what do you think of the anecdotes of it ?,Try the green curry!!!
8457,positive,what do you think of the food of it ?,Try the green curry!!!
8458,none,what do you think of the ambience of it ?,Try the green curry!!!
8459,none,what do you think of the service of it ?,Try the green curry!!!
8460,none,what do you think of the price of it ?,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
8461,none,what do you think of the anecdotes of it ?,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
8462,positive,what do you think of the food of it ?,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
8463,none,what do you think of the ambience of it ?,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
8464,none,what do you think of the service of it ?,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
8465,none,what do you think of the price of it ?,We were also seated promptly at the time of our reservation and the service was very quick and professional.
8466,none,what do you think of the anecdotes of it ?,We were also seated promptly at the time of our reservation and the service was very quick and professional.
8467,none,what do you think of the food of it ?,We were also seated promptly at the time of our reservation and the service was very quick and professional.
8468,none,what do you think of the ambience of it ?,We were also seated promptly at the time of our reservation and the service was very quick and professional.
8469,positive,what do you think of the service of it ?,We were also seated promptly at the time of our reservation and the service was very quick and professional.
8470,none,what do you think of the price of it ?,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
8471,none,what do you think of the anecdotes of it ?,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
8472,positive,what do you think of the food of it ?,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
8473,none,what do you think of the ambience of it ?,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
8474,positive,what do you think of the service of it ?,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
8475,none,what do you think of the price of it ?,The food there are sastifying.
8476,none,what do you think of the anecdotes of it ?,The food there are sastifying.
8477,positive,what do you think of the food of it ?,The food there are sastifying.
8478,none,what do you think of the ambience of it ?,The food there are sastifying.
8479,none,what do you think of the service of it ?,The food there are sastifying.
8480,none,what do you think of the price of it ?,I highly recommend to anyone to give this place a try.
8481,positive,what do you think of the anecdotes of it ?,I highly recommend to anyone to give this place a try.
8482,none,what do you think of the food of it ?,I highly recommend to anyone to give this place a try.
8483,none,what do you think of the ambience of it ?,I highly recommend to anyone to give this place a try.
8484,none,what do you think of the service of it ?,I highly recommend to anyone to give this place a try.
8485,none,what do you think of the price of it ?,I highly recommend visiting this restaurant and having dinner and drinks!
8486,positive,what do you think of the anecdotes of it ?,I highly recommend visiting this restaurant and having dinner and drinks!
8487,positive,what do you think of the food of it ?,I highly recommend visiting this restaurant and having dinner and drinks!
8488,none,what do you think of the ambience of it ?,I highly recommend visiting this restaurant and having dinner and drinks!
8489,none,what do you think of the service of it ?,I highly recommend visiting this restaurant and having dinner and drinks!
8490,none,what do you think of the price of it ?,The bar is very well stocked with interesting beers and well priced wines.
8491,none,what do you think of the anecdotes of it ?,The bar is very well stocked with interesting beers and well priced wines.
8492,positive,what do you think of the food of it ?,The bar is very well stocked with interesting beers and well priced wines.
8493,none,what do you think of the ambience of it ?,The bar is very well stocked with interesting beers and well priced wines.
8494,none,what do you think of the service of it ?,The bar is very well stocked with interesting beers and well priced wines.
8495,none,what do you think of the price of it ?,I agree.
8496,neutral,what do you think of the anecdotes of it ?,I agree.
8497,none,what do you think of the food of it ?,I agree.
8498,none,what do you think of the ambience of it ?,I agree.
8499,none,what do you think of the service of it ?,I agree.
8500,none,what do you think of the price of it ?,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
8501,negative,what do you think of the anecdotes of it ?,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
8502,none,what do you think of the food of it ?,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
8503,none,what do you think of the ambience of it ?,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
8504,negative,what do you think of the service of it ?,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
8505,none,what do you think of the price of it ?,The food was good.
8506,none,what do you think of the anecdotes of it ?,The food was good.
8507,positive,what do you think of the food of it ?,The food was good.
8508,none,what do you think of the ambience of it ?,The food was good.
8509,none,what do you think of the service of it ?,The food was good.
8510,none,what do you think of the price of it ?,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
8511,none,what do you think of the anecdotes of it ?,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
8512,positive,what do you think of the food of it ?,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
8513,none,what do you think of the ambience of it ?,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
8514,none,what do you think of the service of it ?,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
8515,none,what do you think of the price of it ?,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous."
8516,none,what do you think of the anecdotes of it ?,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous."
8517,none,what do you think of the food of it ?,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous."
8518,negative,what do you think of the ambience of it ?,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous."
8519,none,what do you think of the service of it ?,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous."
8520,none,what do you think of the price of it ?,It just wasn't Thai.
8521,negative,what do you think of the anecdotes of it ?,It just wasn't Thai.
8522,none,what do you think of the food of it ?,It just wasn't Thai.
8523,none,what do you think of the ambience of it ?,It just wasn't Thai.
8524,none,what do you think of the service of it ?,It just wasn't Thai.
8525,none,what do you think of the price of it ?,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.
8526,positive,what do you think of the anecdotes of it ?,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.
8527,positive,what do you think of the food of it ?,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.
8528,none,what do you think of the ambience of it ?,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.
8529,none,what do you think of the service of it ?,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.
8530,none,what do you think of the price of it ?,I particularly love their yellowfun tuna and their mussel selection.
8531,none,what do you think of the anecdotes of it ?,I particularly love their yellowfun tuna and their mussel selection.
8532,positive,what do you think of the food of it ?,I particularly love their yellowfun tuna and their mussel selection.
8533,none,what do you think of the ambience of it ?,I particularly love their yellowfun tuna and their mussel selection.
8534,none,what do you think of the service of it ?,I particularly love their yellowfun tuna and their mussel selection.
8535,none,what do you think of the price of it ?,I love to visit Murrays for my bagel fix.
8536,positive,what do you think of the anecdotes of it ?,I love to visit Murrays for my bagel fix.
8537,none,what do you think of the food of it ?,I love to visit Murrays for my bagel fix.
8538,none,what do you think of the ambience of it ?,I love to visit Murrays for my bagel fix.
8539,none,what do you think of the service of it ?,I love to visit Murrays for my bagel fix.
8540,none,what do you think of the price of it ?,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire."
8541,none,what do you think of the anecdotes of it ?,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire."
8542,none,what do you think of the food of it ?,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire."
8543,positive,what do you think of the ambience of it ?,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire."
