id,text_a,label
6034,- Jordan expresses anger at conduct of some Iraqi diplomats in Amman which are incompatible with diplomatic traditions .,"[':', 'NNP', 'VBZ', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'WDT', 'VBP', 'JJ', 'IN', 'JJ', 'NNS', '.']"
6035,AD DUSTOUR,"['NNP', 'NNP']"
6036,- Kabariti and parliament speaker meet to discuss ways to reactivate parliament 's legislative role .,"[':', 'NNP', 'CC', 'NN', 'NN', 'VB', 'TO', 'VB', 'NNS', 'TO', 'VB', 'NN', 'POS', 'JJ', 'NN', '.']"
6037,AL ASWAQ,"['NNP', 'NNP']"
6038,- State security court starts investigating suspects in unrest .,"[':', 'NN', 'NN', 'NN', 'NNS', 'VBG', 'NNS', 'IN', 'NN', '.']"
6039,"Netanyahu , Weizman consult on Arafat invitation .","['NN', ',', 'JJ', 'NN', 'IN', 'NNP', 'NN', '.']"
6040,JERUSALEM 1996-08-25,"['VBN', 'CD']"
6041,"Israeli President Ezer Weizman , weighing a possible meeting with Yasser Arafat , consulted on Sunday with Prime Minister Benjamin Netanyahu , a spokesman said .","['NNP', 'NNP', 'NNP', 'NNP', ',', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP', ',', 'VBD', 'IN', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'DT', 'NN', 'VBD', '.']"
6042,"Weizman and Netanyahu met at the president 's official Jerusalem residence and planned to speak to the media at the end of their talks , the prime minister 's spokesman said .","['NNP', 'CC', 'NNP', 'VBD', 'IN', 'DT', 'NN', 'POS', 'JJ', 'NNP', 'NN', 'CC', 'VBD', 'TO', 'VB', 'TO', 'DT', 'NNS', 'IN', 'DT', 'NN', 'IN', 'PRP$', 'NNS', ',', 'DT', 'JJ', 'NN', 'POS', 'NN', 'VBD', '.']"
6043,"Earlier , the director of the president 's office denied a report in Israel 's Yedioth Ahronoth newspaper that Weizman had already invited Arafat to his private home for talks in the coming week on the future of the Israel-PLO peace process .","['RBR', ',', 'DT', 'NN', 'IN', 'DT', 'NN', 'POS', 'NN', 'VBD', 'DT', 'NN', 'IN', 'NNP', 'POS', 'NNP', 'NNP', 'NN', 'IN', 'NNP', 'VBD', 'RB', 'VBN', 'NNP', 'TO', 'PRP$', 'JJ', 'NN', 'IN', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NN', 'NN', '.']"
6044,"But the official , Aryeh Shumer , said it was only fitting that Weizman and Arafat should talk after the Palestinian leader sent the Israeli president a letter which Yedioth Ahronoth reported contained an emotional appeal to save the peace proces .","['CC', 'DT', 'NN', ',', 'NNP', 'NNP', ',', 'VBD', 'PRP', 'VBD', 'RB', 'VBG', 'IN', 'NNP', 'CC', 'NNP', 'MD', 'VB', 'IN', 'DT', 'JJ', 'NN', 'VBD', 'DT', 'JJ', 'NN', 'DT', 'NN', 'WDT', 'NNP', 'NNP', 'VBD', 'VBN', 'DT', 'JJ', 'NN', 'TO', 'VB', 'DT', 'NN', 'VBZ', '.']"
6045,"The newspaper said Netanyahu , who is cool to meeting Arafat himself , opposed talks between Weizman and the Palestinian president .","['DT', 'NN', 'VBD', 'NNP', ',', 'WP', 'VBZ', 'JJ', 'TO', 'VBG', 'NNP', 'PRP', ',', 'VBN', 'NNS', 'IN', 'NNP', 'CC', 'DT', 'JJ', 'NN', '.']"
6046,"After Moslem suicide bombers killed 59 people in Israel in February and March , Weizman called for peace efforts with the PLO to be suspended .","['IN', 'NNP', 'NN', 'NNS', 'VBD', 'CD', 'NNS', 'IN', 'NNP', 'IN', 'NNP', 'CC', 'NNP', ',', 'NNP', 'VBD', 'IN', 'NN', 'NNS', 'IN', 'DT', 'NNP', 'TO', 'VB', 'VBN', '.']"
6047,Shumer said his current position was that the peace process must continue .,"['NNP', 'VBD', 'PRP$', 'JJ', 'NN', 'VBD', 'IN', 'DT', 'NN', 'NN', 'MD', 'VB', '.']"
6048,PRESS DIGEST - Israel - Aug 25 .,"['NNS', 'VB', ':', 'NNP', ':', 'NNP', 'CD', '.']"
6049,JERUSALEM 1996-08-25,"['VBN', 'CD']"
6050,These are some of the leading stories in Israeli newspapers on Sunday .,"['DT', 'VBP', 'DT', 'IN', 'DT', 'VBG', 'NNS', 'IN', 'JJ', 'NNS', 'IN', 'NNP', '.']"
6051,Reuters has not verified these stories and does not vouch for their accuracy .,"['NNP', 'VBZ', 'RB', 'VBN', 'DT', 'NNS', 'CC', 'VBZ', 'RB', 'NN', 'IN', 'PRP$', 'NN', '.']"
6052,HAARETZ,['NNP']
6053,"- Palestinian President Arafat opens civilian struggle against Israel , calls on Palestinians to build in self-rule areas .","[':', 'JJ', 'NNP', 'NNP', 'VBZ', 'JJ', 'NN', 'IN', 'NNP', ',', 'VBZ', 'IN', 'NNPS', 'TO', 'VB', 'IN', 'JJ', 'NNS', '.']"
6054,- Seven ministers and governor of Bank of Israel will visit the United States at the end of September and in October .,"[':', 'CD', 'NNS', 'CC', 'NN', 'IN', 'NNP', 'IN', 'NNP', 'MD', 'VB', 'DT', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'IN', 'NNP', 'CC', 'IN', 'NNP', '.']"
6055,- Israel bans plane donated by the Netherlands to Arafat to land at Gaza airport .,"[':', 'NNP', 'NNS', 'NN', 'VBN', 'IN', 'DT', 'NNP', 'TO', 'NNP', 'TO', 'VB', 'IN', 'NNP', 'NN', '.']"
6056,- Former prime minister Peres to Morocco today .,"[':', 'NNP', 'JJ', 'NN', 'NNP', 'TO', 'NNP', 'NN', '.']"
6057,YEDIOTH AHRONOTH,"['DT', 'NNP']"
6058,- Israeli President Weizman invited Palestinian President Arafat to meet him at his private residence .,"[':', 'JJ', 'NNP', 'NNP', 'VBD', 'JJ', 'NNP', 'NNP', 'TO', 'VB', 'PRP', 'IN', 'PRP$', 'JJ', 'NN', '.']"
6059,- Netanyahu opposes transit camps for foreign workers facing expulsion .,"[':', 'NNP', 'VBZ', 'NN', 'NNS', 'IN', 'JJ', 'NNS', 'VBG', 'NN', '.']"
6060,- Foreign Minister Levy to visit Egypt soon .,"[':', 'NNP', 'NNP', 'NNP', 'TO', 'VB', 'NNP', 'RB', '.']"
6061,MAARIV,['NNP']
6062,- Palestinian Authority has taken over education in East Jerusalem .,"[':', 'JJ', 'NNP', 'VBZ', 'VBN', 'RP', 'NN', 'IN', 'NNP', 'NNP', '.']"
6063,- Syrian armoured columns on the move in Lebanon .,"[':', 'JJ', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NNP', '.']"
6064,"- Shimon Peres to Morocco , will stay at king 's private residence .","[':', 'NNP', 'NNP', 'TO', 'NNP', ',', 'MD', 'VB', 'IN', 'NN', 'POS', 'JJ', 'NN', '.']"
6065,JERUSALEM POST,"['VBN', 'NNP']"
6066,- Palestinian Minister Erekat says Israel-PLO talks will begin by September 2 .,"[':', 'JJ', 'NNP', 'NNP', 'VBZ', 'JJ', 'NNS', 'MD', 'VB', 'IN', 'NNP', 'CD', '.']"
6067,- Prime minister names former general Avraham Tamir to staff after failing to establish national security council .,"[':', 'NNP', 'NN', 'NNS', 'JJ', 'JJ', 'NNP', 'NNP', 'TO', 'NN', 'IN', 'VBG', 'TO', 'VB', 'JJ', 'NN', 'NN', '.']"
6068,- Cabinet puts off decision on foreign workers .,"[':', 'NNP', 'VBZ', 'RP', 'NN', 'IN', 'JJ', 'NNS', '.']"
6069,- Internal Security Minister Kahalani warns cabinet of increase in organised crime .,"[':', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'NN', 'IN', 'NN', 'IN', 'VBD', 'NN', '.']"
6070,Voting begins in second round of Lebanese election .,"['NNP', 'VBZ', 'IN', 'JJ', 'NN', 'IN', 'JJ', 'NN', '.']"
6071,"TRIPOLI , Lebanon 1996-08-25","['NNP', ',', 'NNP', 'CD']"
6072,"Voting began on Sunday in north Lebanon in the second round of parliamentary elections with 580,000 voters eligible to choose 28 members of the 128-member parliament .","['NNP', 'VBD', 'IN', 'NNP', 'IN', 'JJ', 'NNP', 'IN', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'CD', 'NNS', 'NN', 'TO', 'VB', 'CD', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']"
6073,A thin trickle of voters began casting their ballots in this northern port city for the five rival lists of candidates as polling stations opened at 7 a.m. ( 0400 gmt ) .,"['DT', 'JJ', 'NN', 'IN', 'NNS', 'VBD', 'VBG', 'PRP$', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NN', 'IN', 'DT', 'CD', 'JJ', 'NNS', 'IN', 'NNS', 'IN', 'NN', 'NNS', 'VBN', 'IN', 'CD', 'NN', '(', 'CD', 'NN', ')', '.']"
6074,Israeli president invites Arafat to home - paper .,"['JJ', 'NN', 'VBZ', 'NNP', 'TO', 'VB', ':', 'NN', '.']"
6075,JERUSALEM 1996-08-25,"['VBN', 'CD']"
6076,"Israeli President Ezer Weizman has invited Yasser Arafat to meet him at his private home , Israel 's biggest newspaper said on Sunday .","['NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'VBN', 'NNP', 'NNP', 'TO', 'VB', 'PRP', 'IN', 'PRP$', 'JJ', 'NN', ',', 'NNP', 'POS', 'JJS', 'NN', 'VBD', 'IN', 'NNP', '.']"
6077,"The Yedioth Ahronoth daily reported that Prime Minister Benjamin Netanyahu , who has said he has no desire to hold talks with the Palestinian president , opposes the meeting due to be held this coming week .","['DT', 'NNP', 'NNP', 'RB', 'VBD', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'WP', 'VBZ', 'VBN', 'PRP', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'NNS', 'IN', 'DT', 'JJ', 'NN', ',', 'VBZ', 'DT', 'NN', 'JJ', 'TO', 'VB', 'VBN', 'DT', 'VBG', 'NN', '.']"
6078,"The newspaper said Weizman scheduled the meeting at his private residence in the central Israeli village of Caesarea after Arafat sent him an emotional appeal "" to save the peace process "" .","['DT', 'NN', 'VBD', 'NNP', 'VBD', 'DT', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'NNP', 'VBD', 'PRP', 'DT', 'JJ', 'NN', '""', 'TO', 'VB', 'DT', 'NN', 'NN', '""', '.']"
6079,"Netanyahu met Weizman last Tuesday and voiced his opposition , Yedioth said .","['NNP', 'VBD', 'NNP', 'JJ', 'NNP', 'CC', 'VBD', 'PRP$', 'NN', ',', 'NN', 'VBD', '.']"
6080,""" I am prepared to postpone the meeting under one condition -- that you give me a commitment right now to meet Arafat yourself within 10 days , "" the paper quoted Weizman as telling Netanyahu .","['""', 'PRP', 'VBP', 'VBN', 'TO', 'VB', 'DT', 'NN', 'IN', 'CD', 'NN', ':', 'IN', 'PRP', 'VB', 'PRP', 'DT', 'NN', 'RB', 'RB', 'TO', 'VB', 'NNP', 'PRP', 'IN', 'CD', 'NNS', ',', '""', 'DT', 'NN', 'VBN', 'NNP', 'IN', 'VBG', 'NNP', '.']"
6081,It said Netanyahu had yet to give Weizman an answer .,"['PRP', 'VBD', 'NNP', 'VBD', 'RB', 'TO', 'VB', 'NNP', 'DT', 'NN', '.']"
6082,The office of Israeli president is largely ceremonial .,"['DT', 'NN', 'IN', 'JJ', 'NN', 'VBZ', 'RB', 'JJ', '.']"
6083,"But Weizman , a former defence minister and an architect of Israel 's peace treaty with Egypt , has spoken out frequently on the peace process with the Palestinians -- at times urging the former Labour government to slow it down .","['CC', 'NNP', ',', 'DT', 'JJ', 'NN', 'NN', 'CC', 'DT', 'NN', 'IN', 'NNP', 'POS', 'NN', 'NN', 'IN', 'NNP', ',', 'VBZ', 'VBN', 'RP', 'RB', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'NNPS', ':', 'IN', 'NNS', 'VBG', 'DT', 'JJ', 'NNP', 'NN', 'TO', 'VB', 'PRP', 'RP', '.']"
6084,Corporate America taking new view on compensation .,"['NNP', 'NNP', 'VBG', 'JJ', 'NN', 'IN', 'NN', '.']"
6085,Anne Murray,"['NNP', 'NNP']"
6086,NEW YORK 1996-08-23,"['NNP', 'NNP', 'CD']"
6087,"Corporate America is planning major changes in employee compensation in the next few years , according to a recent study .","['NNP', 'NNP', 'VBZ', 'VBG', 'JJ', 'NNS', 'IN', 'NN', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'NNS', ',', 'VBG', 'TO', 'DT', 'JJ', 'NN', '.']"
6088,"What it comes down to is this : If you 're highly skilled , you 'll benefit nicely .","['WP', 'PRP', 'VBZ', 'RB', 'TO', 'VBZ', 'DT', ':', 'IN', 'PRP', 'VBP', 'RB', 'JJ', ',', 'PRP', 'MD', 'VB', 'RB', '.']"
6089,"But if you 're not and cannot contribute to your employer 's goals , you 'll be paid less .","['CC', 'IN', 'PRP', 'VBP', 'RB', 'CC', 'MD', 'VB', 'TO', 'PRP$', 'NN', 'POS', 'NNS', ',', 'PRP', 'MD', 'VB', 'VBN', 'RBR', '.']"
6090,"The survey , conducted in late 1995 and the early part of this year by management consulting firm Towers Perrin , showed that the focus will be on an employee 's overall value to the company 's bottom line -- rather than how well an employee performs a specific task .","['DT', 'NN', ',', 'VBN', 'IN', 'JJ', 'CD', 'CC', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN', 'NN', 'NN', 'NNP', 'NNP', ',', 'VBD', 'IN', 'DT', 'NN', 'MD', 'VB', 'IN', 'DT', 'NN', 'POS', 'JJ', 'NN', 'TO', 'DT', 'NN', 'POS', 'JJ', 'NN', ':', 'RB', 'IN', 'WRB', 'RB', 'DT', 'NN', 'VBZ', 'DT', 'JJ', 'NN', '.']"
6091,"Presently , for example , if an accountant 's job involves doing five specific tasks , he or she can expect a certain salary , said Sandra O'Neal , a Towers Perrin principal .","['RB', ',', 'IN', 'NN', ',', 'IN', 'DT', 'NN', 'POS', 'NN', 'VBZ', 'VBG', 'CD', 'JJ', 'NNS', ',', 'PRP', 'CC', 'PRP', 'MD', 'VB', 'DT', 'JJ', 'NN', ',', 'VBD', 'NNP', 'NNP', ',', 'DT', 'NNP', 'NNP', 'NN', '.']"
6092,"In the future , the accountant will be evaluated solely on "" knowledge , skill and abilities , "" she said .","['IN', 'DT', 'NN', ',', 'DT', 'NN', 'MD', 'VB', 'VBN', 'RB', 'IN', '""', 'NN', ',', 'NN', 'CC', 'NNS', ',', '""', 'PRP', 'VBD', '.']"
6093,"In addition to using accounting skills , the accountant will also have to be creative , work well in a team , be sensitive to customer needs and set productivity goals .","['IN', 'NN', 'TO', 'VBG', 'NN', 'NNS', ',', 'DT', 'NN', 'MD', 'RB', 'VB', 'TO', 'VB', 'JJ', ',', 'VBP', 'RB', 'IN', 'DT', 'NN', ',', 'VB', 'JJ', 'TO', 'NN', 'NNS', 'CC', 'VBD', 'NN', 'NNS', '.']"
6094,""" The good news is , if you 're highly skilled and have many abilities , you 'll be paid more , "" said O'Neal .","['""', 'DT', 'JJ', 'NN', 'VBZ', ',', 'IN', 'PRP', 'VBP', 'RB', 'JJ', 'CC', 'VBP', 'JJ', 'NNS', ',', 'PRP', 'MD', 'VB', 'VBN', 'RBR', ',', '""', 'VBD', 'NNP', '.']"
6095,""" The bad news is , if you 're not skilled and ca n't contribute to a team , to customer service and the organisation 's goals , you 'll be paid less . ""","['""', 'DT', 'JJ', 'NN', 'VBZ', ',', 'IN', 'PRP', 'VBP', 'RB', 'JJ', 'CC', 'MD', 'RB', 'VB', 'TO', 'DT', 'NN', ',', 'TO', 'VB', 'NN', 'CC', 'DT', 'NN', 'POS', 'NNS', ',', 'PRP', 'MD', 'VB', 'VBN', 'RBR', '.', '""']"
6096,"Of the 750 mid-to-large size corporations surveyed , 81 percent had undergone a major restructuring in the last three years , and more than two-thirds reported that productivity and profits were up as result .","['IN', 'DT', 'CD', 'JJ', 'NN', 'NNS', 'VBN', ',', 'CD', 'NN', 'VBD', 'VBN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'CD', 'NNS', ',', 'CC', 'JJR', 'IN', 'NNS', 'VBD', 'IN', 'NN', 'CC', 'NNS', 'VBD', 'RP', 'IN', 'NN', '.']"
6097,"Next on the agenda for these firms is developing a new compensation structure , and 78 percent report that they are considering a new , skills-based plan for both management and non-management employees .","['RB', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNS', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', 'NN', ',', 'CC', 'CD', 'NN', 'NN', 'IN', 'PRP', 'VBP', 'VBG', 'DT', 'JJ', ',', 'JJ', 'NN', 'IN', 'DT', 'NN', 'CC', 'NN', 'NNS', '.']"
6098,"This coming shift , O'Neal said , "" is not just isolated or a fad .","['DT', 'VBG', 'NN', ',', 'NNP', 'VBD', ',', '""', 'VBZ', 'RB', 'RB', 'VBN', 'CC', 'DT', 'NN', '.']"
6099,"It 's an inexorable change . ""","['PRP', 'VBZ', 'DT', 'JJ', 'NN', '.', '""']"
6100,"After World War II , corporations adopted a "" military model "" creating hierarchical organisations where "" the concept of defined tasks worked great , "" she said .","['IN', 'NNP', 'NNP', 'NNP', ',', 'NNS', 'VBD', 'DT', '""', 'JJ', 'NN', '""', 'VBG', 'JJ', 'NNS', 'WRB', '""', 'DT', 'NN', 'IN', 'VBN', 'NNS', 'VBD', 'JJ', ',', '""', 'PRP', 'VBD', '.']"
6101,"But as the economy became global , customers were more demanding and problems became more complex .","['CC', 'IN', 'DT', 'NN', 'VBD', 'JJ', ',', 'NNS', 'VBD', 'RBR', 'JJ', 'CC', 'NNS', 'VBD', 'RBR', 'JJ', '.']"
6102,""" Multi-layers kept management at a distance from its customers , "" O'Neal said .","['""', 'NNS', 'VBD', 'NN', 'IN', 'DT', 'NN', 'IN', 'PRP$', 'NNS', ',', '""', 'NNP', 'VBD', '.']"
6103,Now organisations must change to stay competitive .,"['RB', 'NNS', 'MD', 'VB', 'TO', 'VB', 'JJ', '.']"
6104,O'Neal says firms will place a greater emphasis on teams and team performance in giving raises .,"['NN', 'VBZ', 'NNS', 'MD', 'VB', 'DT', 'JJR', 'NN', 'IN', 'NNS', 'CC', 'NN', 'NN', 'IN', 'VBG', 'VBZ', '.']"
6105,"If your team does well , you 'll do well .","['IN', 'PRP$', 'NN', 'VBZ', 'RB', ',', 'PRP', 'MD', 'VB', 'RB', '.']"
6106,"If it does n't do well , do n't expect a raise .","['IN', 'PRP', 'VBZ', 'RB', 'VB', 'RB', ',', 'VBP', 'RB', 'VB', 'DT', 'NN', '.']"
6107,Is this fair to an employee who can go the distance but is on a team that ca n't keep up ?,"['VBZ', 'DT', 'NN', 'TO', 'DT', 'NN', 'WP', 'MD', 'VB', 'DT', 'NN', 'CC', 'VBZ', 'IN', 'DT', 'NN', 'WDT', 'MD', 'RB', 'VB', 'RP', '.']"
6108,""" That 's an important question we used to ask a lot , "" said O'Neal . ""","['""', 'DT', 'VBZ', 'DT', 'JJ', 'NN', 'PRP', 'VBD', 'TO', 'VB', 'DT', 'NN', ',', '""', 'VBD', 'NNP', '.', '""']"
6109,It 's not a question we ask any more .,"['PRP', 'VBZ', 'RB', 'DT', 'NN', 'PRP', 'VBP', 'DT', 'JJR', '.']"
6110,The more important question is -- ' Do we have results ? ',"['DT', 'RBR', 'JJ', 'NN', 'VBZ', ':', ""''"", 'VBP', 'PRP', 'VBP', 'NNS', '.', ""''""]"
6111,"""","['""']"
6112,"To get those results , 27 percent of the companies surveyed plan to eliminate base pay increases in favour of cash bonuses and incentives , such as employee and team award programmes and education .","['TO', 'VB', 'DT', 'NNS', ',', 'CD', 'NN', 'IN', 'DT', 'NNS', 'VBD', 'NN', 'TO', 'VB', 'JJ', 'NN', 'NNS', 'IN', 'NN', 'IN', 'NN', 'NNS', 'CC', 'NNS', ',', 'JJ', 'IN', 'NN', 'CC', 'NN', 'NN', 'NNS', 'CC', 'NN', '.']"
6113,"Companies that can change their culture and view employees as business partners will do well , O'Neal said .","['NNS', 'WDT', 'MD', 'VB', 'PRP$', 'NN', 'CC', 'NN', 'NNS', 'IN', 'NN', 'NNS', 'MD', 'VB', 'RB', ',', 'NNP', 'VBD', '.']"
6114,"For example , the survey rated some participants in the survey as "" high-performing "" companies , based on their return on equity above 16 percent .","['IN', 'NN', ',', 'DT', 'NN', 'VBD', 'DT', 'NNS', 'IN', 'DT', 'NN', 'IN', '""', 'JJ', '""', 'NNS', ',', 'VBN', 'IN', 'PRP$', 'NN', 'IN', 'NN', 'IN', 'CD', 'NN', '.']"
6115,"Those companies also said they already offer employees variable pay and business education , give their managers more control over pay decisions and celebrate employee and team success .","['DT', 'NNS', 'RB', 'VBD', 'PRP', 'RB', 'VBP', 'NNS', 'NN', 'NN', 'CC', 'NN', 'NN', ',', 'VB', 'PRP$', 'NNS', 'JJR', 'NN', 'IN', 'NN', 'NNS', 'CC', 'VB', 'NN', 'CC', 'NN', 'NN', '.']"
6116,""" They respect employees more , they trust employees more and they value their employees more , "" O'Neal said .","['""', 'PRP', 'VBP', 'NNS', 'RBR', ',', 'PRP', 'VBP', 'NNS', 'JJR', 'CC', 'PRP', 'NN', 'PRP$', 'NNS', 'RBR', ',', '""', 'NNP', 'VBD', '.']"
6117,""" The key to success at high-performance companies is engaging employees in a business partnership .","['""', 'DT', 'NN', 'TO', 'NN', 'IN', 'JJ', 'NNS', 'VBZ', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'NN', '.']"
6118,"It will improve a company 's bottom line . ""","['PRP', 'MD', 'VB', 'DT', 'NN', 'POS', 'JJ', 'NN', '.', '""']"
6119,Belgian police arrest detective in Dutroux affair .,"['JJ', 'NN', 'NN', 'NN', 'IN', 'NNP', 'NN', '.']"
6120,Geert de Clercq,"['NNP', 'NNP', 'NNP']"
6121,"NEUFCHATEAU , Belgium 1996-08-25","['NNP', ',', 'NNP', 'CD']"
6122,"Investigators arrested a senior police detective on Sunday in connection with their inquiries into Belgium 's child sex scandal , Public Prosecutor Michel Bourlet said .","['NNS', 'VBN', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NNP', 'IN', 'NN', 'IN', 'PRP$', 'NNS', 'IN', 'NNP', 'POS', 'NN', 'NN', 'NN', ',', 'NNP', 'NNP', 'NNP', 'NNP', 'VBD', '.']"
6123,""" Georges Zicot was arrested and will be charged with truck theft , insurance fraud and document forgery , "" Bourlet told a news conference .","['""', 'NNP', 'NNP', 'VBD', 'VBN', 'CC', 'MD', 'VB', 'VBN', 'IN', 'NN', 'NN', ',', 'NN', 'NN', 'CC', 'NN', 'NN', ',', '""', 'NNP', 'VBD', 'DT', 'NN', 'NN', '.']"
6124,"He said there had been searches at three sites on Sunday , including one at the Charleroi judicial police headquarters where Zicot worked .","['PRP', 'VBD', 'EX', 'VBD', 'VBN', 'NNS', 'IN', 'CD', 'NNS', 'IN', 'NNP', ',', 'VBG', 'CD', 'IN', 'DT', 'NNP', 'JJ', 'NN', 'NN', 'WRB', 'NN', 'VBD', '.']"
6125,"Zicot , 45 , is a specialist in tackling vehicle theft .","['NNP', ',', 'CD', ',', 'VBZ', 'DT', 'NN', 'IN', 'VBG', 'NN', 'NN', '.']"
6126,Belgian media reported that he had been questioned twice in the past two years about thefts but released both times .,"['JJ', 'NNS', 'VBD', 'IN', 'PRP', 'VBD', 'VBN', 'VBN', 'RB', 'IN', 'DT', 'JJ', 'CD', 'NNS', 'IN', 'NNS', 'CC', 'VBD', 'DT', 'NNS', '.']"
6127,He was promoted to chief detective earlier this year .,"['PRP', 'VBD', 'VBN', 'TO', 'JJ', 'NN', 'RBR', 'DT', 'NN', '.']"
6128,Bourlet said two other people had also been arrested .,"['NNP', 'VBD', 'CD', 'JJ', 'NNS', 'VBD', 'RB', 'VBN', 'VBN', '.']"
6129,"One was Gerard Pignon , the owner of a warehouse where stolen vehicles were allegedly stored .","['CD', 'VBD', 'NNP', 'NNP', ',', 'DT', 'NN', 'IN', 'DT', 'NN', 'WRB', 'VBN', 'NNS', 'VBD', 'RB', 'VBN', '.']"
6130,The other was insurer Thierry Dehaan .,"['DT', 'JJ', 'VBD', 'NN', 'NNP', 'NNP', '.']"
6131,Bourlet said the investigation into the vehicle theft ring would be added to the inquiry into the paedophile sex scandal in which five other people have already been arrested .,"['NNP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'NN', 'MD', 'VB', 'VBN', 'TO', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN', 'IN', 'WDT', 'CD', 'JJ', 'NNS', 'VBP', 'RB', 'VBN', 'VBN', '.']"
6132,"He said the connection was through Bernard Weinstein , an accomplice of convicted child rapist Marc Dutroux -- the central figure in the paedophile scandal that has sent shockwaves across Europe .","['PRP', 'VBD', 'DT', 'NN', 'VBD', 'IN', 'NNP', 'NNP', ',', 'DT', 'NN', 'IN', 'VBN', 'NN', 'NN', 'NNP', 'NNP', ':', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'WDT', 'VBZ', 'VBN', 'NNS', 'IN', 'NNP', '.']"
6133,"Weinstein was found dead last weekend alongside the bodies of eight-year-olds Julie Lejeune and Melissa Russo in a house belonging to Detroux , who said they starved to death earlier this year , nine months after being abducted in June 1995 .","['NNP', 'VBD', 'VBN', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'NNS', 'IN', 'NNP', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'VBG', 'TO', 'NNP', ',', 'WP', 'VBD', 'PRP', 'VBD', 'TO', 'NN', 'RBR', 'DT', 'NN', ',', 'CD', 'NNS', 'IN', 'VBG', 'NN', 'IN', 'NNP', 'CD', '.']"
6134,Two other girls have been rescued and police are hunting for at least two more who Dutroux has admitted kidnapping a year ago .,"['CD', 'JJ', 'NNS', 'VBP', 'VBN', 'VBN', 'CC', 'NNS', 'VBP', 'VBG', 'IN', 'IN', 'JJS', 'CD', 'JJR', 'WP', 'NNP', 'VBZ', 'VBN', 'NN', 'DT', 'NN', 'RB', '.']"
6135,""" Dutroux has admitted killing Weinstein after a disagreement between the accomplices in an affair of truck theft , "" Bourlet said .","['""', 'NNP', 'VBZ', 'VBN', 'VBG', 'NNP', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NN', 'NN', ',', '""', 'NNP', 'VBD', '.']"
6136,"Another four people were also questioned at the weekend but had not been detained , Bourlet added .","['DT', 'CD', 'NNS', 'VBD', 'RB', 'VBN', 'IN', 'DT', 'NN', 'CC', 'VBD', 'RB', 'VBN', 'VBN', ',', 'NNP', 'VBD', '.']"
6137,"Anne Thily , public prosecutor in the eastern city of Liege where Julie and Melissa lived , said this was a major case involving some 50 investigators -- including two from the U.S. Federal Bureau of Investigation .","['NNP', 'NNP', ',', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'WRB', 'NNP', 'CC', 'NNP', 'VBD', ',', 'VBD', 'DT', 'VBD', 'DT', 'JJ', 'NN', 'VBG', 'DT', 'CD', 'NNS', ':', 'VBG', 'CD', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', '.']"
6138,French 1997 budget due around September 10 - Juppe .,"['JJ', 'CD', 'NN', 'JJ', 'IN', 'NNP', 'CD', ':', 'NNP', '.']"
6139,"BREGANCON , France 1996-08-25","['NNP', ',', 'NNP', 'CD']"
